"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Status","Published","Published At","Published Scope","Template Suffix","Gift Card","URL","Row #","Top Row","Category: ID","Category: Name","Category","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Barcode","Variant SKU","Variant Price","Variant Compare At Price","Variant Image","Image Src","Image Position","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: custom.min-qty [number_integer]","Metafield: custom.in_catalog [boolean]","Variant Metafield: custom.in_catalog [boolean]","Variant Metafield: harmonized_system_code [string]"
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","816","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47527193772346","MERGE","Design","T-Rex","","","816265026972","ZL-DIYC-TREX","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-TREX.png?v=1718563628","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-GNOM.png?v=1705811924","9","","","","","true",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","817","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47527193805114","MERGE","Design","Brachiosaurus","","","816265026989","ZL-DIYC-BRAC","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-BRAC.png?v=1718563637","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-HUMM.png?v=1705811924","10","","","","","true",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","818","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47606071165242","MERGE","Design","Mermaid","","","816265027306","ZL-DIYC-MERM","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-MYT-MERM-2.png?v=1718563798","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-HUMM_e25b4212-2aa1-41fe-8a26-d80b308b56c3.png?v=1705811924","11","","","","","false",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","819","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47606071198010","MERGE","Design","Sea Turtle","","","816265027313","ZL-DIYC-SEAT","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-SEAT-2.png?v=1718563660","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-MOOS.png?v=1705811924","12","","","","","true",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","820","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47606071230778","MERGE","Design","Shark","","","816265027320","ZL-DIYC-SHAR","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-SHAR.png?v=1718563839","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-BEAR.png?v=1705811924","13","","","","","false",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","821","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47606469919034","MERGE","Design","Dolphin","","","816265027337","ZL-DIYC-DOLP","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-DOLP-2.jpg?v=1718563823","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-BEAR_5b4f2832-9343-4196-9303-434376df3325.png?v=1705811924","14","","","","","true",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","822","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47606469951802","MERGE","Design","Humpback","","","816265027368","ZL-DIYC-HUMP","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-HUMP.png?v=1718563890","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-BUTT.png?v=1705811924","15","","","","","true",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","823","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","47606469984570","MERGE","Design","Manta Ray","","","816265027375","ZL-DIYC-MANT","7.00","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-MANT.png?v=1718563904","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-TREX.png?v=1718563628","16","","","","","false",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","824","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-BRAC.png?v=1718563637","17","","","","","",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","825","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-DIYC-SEAT-2.png?v=1718563660","18","","","","","",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","826","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-MYT-MERM-2.png?v=1718563798","19","","","","","",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","827","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-SHAR.png?v=1718563839","20","","","","","",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","828","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-DOLP-2.jpg?v=1718563823","21","","","","","",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","829","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-HUMP.png?v=1718563890","22","","","","","",""
"8919111926074","tekpet-adult-coloring","MERGE","TekPet Adult Coloring Kits","","Zootility","Color-Me Creative","Faire","REPLACE","2024-01-07 02:07:28 -0500","2024-07-25 13:35:07 -0400","Active","true","2024-01-07 02:07:28 -0500","global","","false","https://wholesale.zootility.com/products/tekpet-adult-coloring","830","","573","Scale Model Kits","Arts & Entertainment > Hobbies & Creative Arts > Model Making > Scale Model Kits","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/ZL-SEA-MANT.png?v=1718563904","23","","","","","",""
"8919111958842","box-floor-stand","MERGE","Box Floor Stand","<p>Our Standard-Sized Floor Stand sold as an empty fixture and provided with graphics that match the products that are purchased with the same order. Or specify your desired product graphics.</p>","Zootility","Displays","Faire","REPLACE","2024-01-07 02:07:29 -0500","2024-06-22 13:03:05 -0400","Active","true","2024-01-07 02:07:29 -0500","global","","false","https://wholesale.zootility.com/products/box-floor-stand","831","true","1094","Retail Display Cases","Business & Industrial > Retail > Retail Display Cases","47464685732154","MERGE","Style","Birch","","","816265026880","D-BFS-BIR","229.00","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/D-BFS-BIR_567ade14-ad22-4839-a3af-34bf29dbaf6e.png?v=1719075785","1","","","1","true","true",""
"8919111958842","box-floor-stand","MERGE","Box Floor Stand","","Zootility","Displays","Faire","REPLACE","2024-01-07 02:07:29 -0500","2024-06-22 13:03:05 -0400","Active","true","2024-01-07 02:07:29 -0500","global","","false","https://wholesale.zootility.com/products/box-floor-stand","832","","1094","Retail Display Cases","Business & Industrial > Retail > Retail Display Cases","47464685764922","MERGE","Style","Black","","","816265026897","D-BFS-BLK","229.00","","","","","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","<p data-mce-fragment=""1"">Introducing the Best Darn Coaster - the ultimate protection for your table surfaces. Our set of 2 coasters are made of absorbent, heat and stain resistant felt material, ensuring your drinks won't leave any damages. Available in mixed colors, each pack includes two same design coasters in different colors. Get yours now!</p>","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","833","true","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464752841018","MERGE","Design","Bald Eagle","","","748252676429","BG-BDC-B1","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B1.png?v=1705790342","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC.jpg?v=1705789967","1","","","4","false","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","834","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464752873786","MERGE","Design","Barn Owl","","","748252676528","BG-BDC-B2","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B16.png?v=1705790343","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-W2.png?v=1705790144","2","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","835","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464752906554","MERGE","Design","Black Capped Chickadee","","","748252676627","BG-BDC-B3","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B3.png?v=1705790178","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-M3.png?v=1705790146","3","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","836","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464752939322","MERGE","Design","Blue Jay","","","748252676726","BG-BDC-B4","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B4.png?v=1705790337","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-W5.png?v=1705790146","4","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","837","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464752972090","MERGE","Design","Cardinal","","","748252676825","BG-BDC-B5","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B5.png?v=1705790342","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-M5.png?v=1705790145","5","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","838","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753004858","MERGE","Design","Downy Woodpecker","","","748252677426","BG-BDC-B6","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B6.png?v=1705790346","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-W1.png?v=1705790144","6","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","839","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753037626","MERGE","Design","Eastern Bluebird","","","748252677624","BG-BDC-B7","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B7.png?v=1705790338","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-M6.png?v=1705790146","7","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","840","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753070394","MERGE","Design","Goldfinch","","","748252677723","BG-BDC-B8","4.00","9.95","","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-W3.png?v=1705790145","8","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","841","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753103162","MERGE","Design","Great Horned Owl","","","748252677921","BG-BDC-B9","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B9.png?v=1705790178","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-D4.png?v=1705790178","9","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","842","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753168698","MERGE","Design","Peregrine Falcon","","","748252680020","BG-BDC-B11","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B12.png?v=1705790266","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B3.png?v=1705790178","10","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","843","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753267002","MERGE","Design","Ruby Throated Hummingbird","","","748252681027","BG-BDC-B14","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B14.png?v=1705790344","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-I2.png?v=1705790179","11","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","844","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753299770","MERGE","Design","Screech Owl","","","816265020093","BG-BDC-B15","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B15.png?v=1705790338","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B9.png?v=1705790178","12","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","845","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753332538","MERGE","Design","Snow Owl","","","816265020116","BG-BDC-B16","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B2.png?v=1705790179","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-I3.png?v=1705790177","13","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","846","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753365306","MERGE","Design","American Shorthair Cat","","","816265020154","BG-BDC-C1","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C1.png?v=1705790342","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-F6.png?v=1705790177","14","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","847","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753430842","MERGE","Design","British Shorthair Cat","","","816265020239","BG-BDC-C3","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C3.png?v=1705790337","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-S3.png?v=1705790178","15","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","848","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753463610","MERGE","Design","Exotic Shorthair Cat","","","816265020253","BG-BDC-C4","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C4.png?v=1705790345","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B2.png?v=1705790179","16","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","849","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753496378","MERGE","Design","Kitten","","","816265020277","BG-BDC-C5","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C5.png?v=1705790336","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-S2.png?v=1705790245","17","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","850","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753529146","MERGE","Design","Maine Coon Cat","","","816265020314","BG-BDC-C6","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C6.png?v=1705790263","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-S4.png?v=1705790244","18","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","851","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753561914","MERGE","Design","Persian Cat","","","816265020338","BG-BDC-C7","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C7.png?v=1705790264","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C6.png?v=1705790263","19","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","852","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753594682","MERGE","Design","Ragdoll Cat","","","816265020550","BG-BDC-C8","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C8.png?v=1705790344","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-D16.png?v=1705790264","20","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","853","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753660218","MERGE","Design","Siamese Cat","","","816265020635","BG-BDC-C10","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-C10.png?v=1705790348","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-D13.png?v=1705790263","21","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","854","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753758522","MERGE","Design","Austrlian Shepherd","","","816265020734","BG-BDC-D1","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-D1.png?v=1705790347","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-F5.png?v=1705790265","22","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","855","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753824058","MERGE","Design","Boxer","","","816265020819","BG-BDC-D3","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-D3.png?v=1705790340","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-I4.png?v=1705790263","23","","","","","false",""
"8919126901050","best-darn-coaster-set-of-2","MERGE","(All) Best Darn Coaster - Set of 2","","Zootility","Backyard & Bar","Faire","REPLACE","2024-01-07 02:40:16 -0500","2024-06-04 13:41:12 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/best-darn-coaster-set-of-2","856","","3438","Coasters","Home & Garden > Kitchen & Dining > Barware > Coasters","47464753856826","MERGE","Design","Bulldog","","","816265020833","BG-BDC-D4","4.00","9.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-D4.png?v=1705790178","https://cdn.shopify.com/s/files/1/0789/4928/6202/files/BG-BDC-B12.png?v=1705790266","24","","","","","false",""
